Date,USD/INR
25-11-2011,52.23
28-11-2011,51.94
29-11-2011,51.9
30-11-2011,52.12
01-12-2011,51.36
02-12-2011,50.5
05-12-2011,51.31
06-12-2011,51.23
07-12-2011,51.62
08-12-2011,51.7
09-12-2011,51.87
12-12-2011,52.6
13-12-2011,53.09
14-12-2011,53.71
15-12-2011,53.55
16-12-2011,52.49
19-12-2011,52.69
20-12-2011,52.76
21-12-2011,52.39
22-12-2011,52.56
23-12-2011,52.78
26-12-2011,
27-12-2011,52.93
28-12-2011,52.88
29-12-2011,53
30-12-2011,53.01
02-01-2012,
03-01-2012,53.11
04-01-2012,52.85
05-01-2012,52.89
06-01-2012,52.67
09-01-2012,52.39
10-01-2012,51.59
11-01-2012,51.78
12-01-2012,51.51
13-01-2012,51.43
16-01-2012,
17-01-2012,50.69
18-01-2012,50.4
19-01-2012,50.3
20-01-2012,50.22
23-01-2012,49.99
24-01-2012,50.02
25-01-2012,50.18
26-01-2012,49.42
27-01-2012,49.39
30-01-2012,49.66
31-01-2012,49.54
01-02-2012,49.2738
02-02-2012,49.03
03-02-2012,48.65
06-02-2012,49.05
07-02-2012,49.2
08-02-2012,49.22
09-02-2012,49.35
10-02-2012,49.48
13-02-2012,49.14
14-02-2012,49.4
15-02-2012,49.35
16-02-2012,49.43
17-02-2012,49.31
20-02-2012,
21-02-2012,49.21
22-02-2012,49.24
23-02-2012,49.19
24-02-2012,48.98
27-02-2012,49.12
28-02-2012,49.01
29-02-2012,48.99
01-03-2012,49.14
02-03-2012,49.55
05-03-2012,49.82
06-03-2012,50.3763
07-03-2012,50.27
08-03-2012,50.17
09-03-2012,49.75
12-03-2012,49.98
13-03-2012,49.92
14-03-2012,50
15-03-2012,50.28
16-03-2012,50.11
19-03-2012,50.16
20-03-2012,50.48
21-03-2012,50.6
22-03-2012,51.28
23-03-2012,51.18
26-03-2012,51.03
27-03-2012,50.66
28-03-2012,50.97
29-03-2012,51.38
30-03-2012,50.89
02-04-2012,50.79
03-04-2012,50.64
04-04-2012,51.18
05-04-2012,51.11
06-04-2012,51.14
09-04-2012,51.1
10-04-2012,51.47
11-04-2012,51.5
12-04-2012,51.22
13-04-2012,51.45
16-04-2012,51.6
17-04-2012,51.41
18-04-2012,51.79
19-04-2012,52.07
20-04-2012,52.02
23-04-2012,52.38
24-04-2012,52.63
25-04-2012,52.45
26-04-2012,52.44
27-04-2012,52.45
30-04-2012,52.65
01-05-2012,52.5
02-05-2012,52.97
03-05-2012,53.33
04-05-2012,53.41
07-05-2012,52.91
08-05-2012,53.14
09-05-2012,53.75
10-05-2012,53.25
11-05-2012,53.63
14-05-2012,53.92
15-05-2012,53.91
16-05-2012,54.34
17-05-2012,54.37
18-05-2012,54.48
21-05-2012,54.97
22-05-2012,55.34
23-05-2012,55.95
24-05-2012,55.55
25-05-2012,55.35
28-05-2012,
29-05-2012,55.71
30-05-2012,56.13
31-05-2012,56.38
01-06-2012,55.44
04-06-2012,55.65
05-06-2012,55.54
06-06-2012,55.26
07-06-2012,54.91
08-06-2012,55.39
11-06-2012,55.69
12-06-2012,55.6
13-06-2012,55.56
14-06-2012,55.7
15-06-2012,55.34
18-06-2012,55.85
19-06-2012,55.87
20-06-2012,56.24
21-06-2012,56.25
22-06-2012,57.11
25-06-2012,57.13
26-06-2012,56.95
27-06-2012,56.93
28-06-2012,56.81
29-06-2012,55.57
02-07-2012,55.45
03-07-2012,54.31
04-07-2012,
05-07-2012,54.95
06-07-2012,55.47
09-07-2012,55.87
10-07-2012,55.39
11-07-2012,55.52
12-07-2012,55.83
13-07-2012,55.1
16-07-2012,55.05
17-07-2012,55.03
18-07-2012,55.33
19-07-2012,55.16
20-07-2012,55.27
23-07-2012,55.92
24-07-2012,56.22
25-07-2012,56.1
26-07-2012,55.59
27-07-2012,55.39
30-07-2012,55.42
31-07-2012,55.55
01-08-2012,55.47
02-08-2012,55.84
03-08-2012,55.75
06-08-2012,55.52
07-08-2012,55.06
08-08-2012,55.28
09-08-2012,55.17
10-08-2012,55.18
13-08-2012,55.34
14-08-2012,55.66
15-08-2012,55.66
16-08-2012,55.62
17-08-2012,55.62
20-08-2012,55.5
21-08-2012,55.46
22-08-2012,55.5
23-08-2012,55.14
24-08-2012,55.41
27-08-2012,55.68
28-08-2012,55.65
29-08-2012,55.69
30-08-2012,55.63
31-08-2012,55.52
03-09-2012,
04-09-2012,55.61
05-09-2012,55.88
06-09-2012,55.64
07-09-2012,55.27
10-09-2012,55.44
11-09-2012,55.25
12-09-2012,55.21
13-09-2012,55.34
14-09-2012,53.3
17-09-2012,53.88
18-09-2012,53.9
19-09-2012,53.99
20-09-2012,54.26
21-09-2012,53.46
24-09-2012,53.43
25-09-2012,53.36
26-09-2012,53.52
27-09-2012,52.99
28-09-2012,52.92
01-10-2012,52.46
02-10-2012,52.42
03-10-2012,52.25
04-10-2012,51.74
05-10-2012,51.77
08-10-2012,
09-10-2012,52.73
10-10-2012,53.05
11-10-2012,52.66
12-10-2012,52.81
15-10-2012,53.09
16-10-2012,52.89
17-10-2012,52.86
18-10-2012,53.46
19-10-2012,54.08
22-10-2012,53.51
23-10-2012,53.72
24-10-2012,53.73
25-10-2012,53.55
26-10-2012,53.55
29-10-2012,54.1
30-10-2012,53.96
31-10-2012,53.8
01-11-2012,53.76
02-11-2012,53.75
05-11-2012,54.6
06-11-2012,54.42
07-11-2012,54.37
08-11-2012,54.3
09-11-2012,54.61
12-11-2012,
13-11-2012,54.82
14-11-2012,54.87
15-11-2012,54.65
16-11-2012,55.16
19-11-2012,55.05
20-11-2012,55.1
21-11-2012,55.14
22-11-2012,
23-11-2012,55.44
26-11-2012,55.63
27-11-2012,55.35
28-11-2012,55.7
29-11-2012,54.71
30-11-2012,54.26
03-12-2012,54.66
04-12-2012,54.73
05-12-2012,54.46
06-12-2012,54.31
07-12-2012,54.35
10-12-2012,54.42
11-12-2012,54.31
12-12-2012,54.23
13-12-2012,54.36
14-12-2012,54.49
17-12-2012,54.68
18-12-2012,54.91
19-12-2012,54.67
20-12-2012,54.92
21-12-2012,55.06
24-12-2012,54.95
25-12-2012,
26-12-2012,54.86
27-12-2012,54.94
28-12-2012,54.77
31-12-2012,54.86
01-01-2013,
02-01-2013,54.23
03-01-2013,54.46
04-01-2013,54.93
07-01-2013,55.2
08-01-2013,55.02
09-01-2013,54.79
10-01-2013,54.49
11-01-2013,54.81
14-01-2013,54.5
15-01-2013,54.58
16-01-2013,54.66
17-01-2013,54.35
18-01-2013,53.82
21-01-2013,
22-01-2013,53.72
23-01-2013,53.66
24-01-2013,53.67
25-01-2013,53.78
28-01-2013,53.97
29-01-2013,53.64
30-01-2013,53.21
31-01-2013,53.32
01-02-2013,53.16
04-02-2013,53.24
05-02-2013,52.99
06-02-2013,53.07
07-02-2013,53.22
08-02-2013,53.58
11-02-2013,53.95
12-02-2013,53.75
13-02-2013,53.79
14-02-2013,53.94
15-02-2013,54.28
18-02-2013,
19-02-2013,54.26
20-02-2013,54.18
21-02-2013,54.47
22-02-2013,54.28
25-02-2013,53.96
26-02-2013,54.14
27-02-2013,53.72
28-02-2013,54.37
01-03-2013,54.9
04-03-2013,54.92
05-03-2013,54.87
06-03-2013,54.83
07-03-2013,54.45
08-03-2013,54.32
11-03-2013,54.38
12-03-2013,54.19
13-03-2013,54.3
14-03-2013,54.22
15-03-2013,54.06
18-03-2013,54.1
19-03-2013,54.4
20-03-2013,54.32
21-03-2013,54.27
22-03-2013,54.3
25-03-2013,54.22
26-03-2013,54.42
27-03-2013,54.45
28-03-2013,54.44
29-03-2013,54.52
01-04-2013,54.28
02-04-2013,54.43
03-04-2013,54.46
04-04-2013,54.91
05-04-2013,54.75
08-04-2013,54.58
09-04-2013,54.47
10-04-2013,54.41
11-04-2013,54.36
12-04-2013,54.62
15-04-2013,54.48
16-04-2013,54.08
17-04-2013,54.16
18-04-2013,53.95
19-04-2013,53.98
22-04-2013,54.19
23-04-2013,54.39
24-04-2013,54.22
25-04-2013,54.11
26-04-2013,54.41
29-04-2013,54.2
30-04-2013,53.68
01-05-2013,53.65
02-05-2013,53.79
03-05-2013,53.8
06-05-2013,54.13
07-05-2013,54.06
08-05-2013,54.08
09-05-2013,54.34
10-05-2013,54.94
13-05-2013,54.85
14-05-2013,54.5
15-05-2013,54.78
16-05-2013,54.68
17-05-2013,55.17
20-05-2013,55.02
21-05-2013,55.42
22-05-2013,55.62
23-05-2013,55.7
24-05-2013,55.78
27-05-2013,
28-05-2013,56.07
29-05-2013,56.28
30-05-2013,56.5
31-05-2013,56.5
03-06-2013,56.66
04-06-2013,56.43
05-06-2013,56.84
06-06-2013,56.92
07-06-2013,56.57
10-06-2013,58.13
11-06-2013,58.34
12-06-2013,57.82
13-06-2013,58.07
14-06-2013,57.56
17-06-2013,57.97
18-06-2013,58.79
19-06-2013,58.7
20-06-2013,59.57
21-06-2013,59.43
24-06-2013,59.8
25-06-2013,59.66
26-06-2013,60.7
27-06-2013,60.19
28-06-2013,59.52
01-07-2013,59.38
02-07-2013,59.54
03-07-2013,60.21
04-07-2013,
05-07-2013,60.23
08-07-2013,60.75
09-07-2013,60.09
10-07-2013,59.88
11-07-2013,59.82
12-07-2013,59.88
15-07-2013,59.89
16-07-2013,59.29
17-07-2013,59.34
18-07-2013,59.59
19-07-2013,59.37
22-07-2013,59.71
23-07-2013,59.64
24-07-2013,59.14
25-07-2013,59.01
26-07-2013,59.08
29-07-2013,59.33
30-07-2013,60.8
31-07-2013,60.77
01-08-2013,60.45
02-08-2013,60.88
05-08-2013,60.88
06-08-2013,60.78
07-08-2013,61.2
08-08-2013,60.72
09-08-2013,60.34
12-08-2013,61.15
13-08-2013,61.33
14-08-2013,61.27
15-08-2013,61.41
16-08-2013,61.65
19-08-2013,63.13
20-08-2013,63.21
21-08-2013,64.11
22-08-2013,64.55
23-08-2013,63.22
26-08-2013,64.26
27-08-2013,66.24
28-08-2013,68.8
29-08-2013,66.55
30-08-2013,65.71
02-09-2013,
03-09-2013,67.71
04-09-2013,67.08
05-09-2013,66.01
06-09-2013,65.23
09-09-2013,65.24
10-09-2013,63.83
11-09-2013,63.26
12-09-2013,63.42
13-09-2013,63.36
16-09-2013,62.83
17-09-2013,63.36
18-09-2013,63.37
19-09-2013,61.76
20-09-2013,62.27
23-09-2013,62.57
24-09-2013,62.72
25-09-2013,62.2
26-09-2013,61.68
27-09-2013,62.48
30-09-2013,62.58
01-10-2013,62.46
02-10-2013,62.46
03-10-2013,61.97
04-10-2013,61.42
07-10-2013,61.79
08-10-2013,61.79
09-10-2013,61.92
10-10-2013,61.3
11-10-2013,61.07
14-10-2013,
15-10-2013,61.84
16-10-2013,61.72
17-10-2013,61.13
18-10-2013,61.26
21-10-2013,61.56
22-10-2013,61.64
23-10-2013,61.54
24-10-2013,61.48
25-10-2013,61.4
28-10-2013,61.54
29-10-2013,61.34
30-10-2013,61.09
31-10-2013,61.61
01-11-2013,61.84
04-11-2013,61.74
05-11-2013,61.76
06-11-2013,62.48
07-11-2013,62.41
08-11-2013,62.48
11-11-2013,
12-11-2013,63.73
13-11-2013,63.28
14-11-2013,63.12
15-11-2013,62.97
18-11-2013,62.07
19-11-2013,62.26
20-11-2013,62.34
21-11-2013,62.94
22-11-2013,62.72
25-11-2013,62.37
26-11-2013,62.47
27-11-2013,62.47
28-11-2013,
29-11-2013,62.39
02-12-2013,62.3
03-12-2013,62.38
04-12-2013,61.9
05-12-2013,61.6
06-12-2013,61.43
09-12-2013,60.87
10-12-2013,61.04
11-12-2013,61.38
12-12-2013,61.85
13-12-2013,62.16
16-12-2013,61.68
17-12-2013,61.92
18-12-2013,62.06
19-12-2013,62.14
20-12-2013,61.98
23-12-2013,61.83
24-12-2013,61.75
25-12-2013,
26-12-2013,62.15
27-12-2013,61.92
30-12-2013,61.77
31-12-2013,61.92
01-01-2014,
02-01-2014,62.31
03-01-2014,62.17
06-01-2014,62.31
07-01-2014,62.3
08-01-2014,62.07
09-01-2014,62.07
10-01-2014,61.45
13-01-2014,61.52
14-01-2014,61.51
15-01-2014,61.54
16-01-2014,61.54
17-01-2014,61.54
20-01-2014,
21-01-2014,61.94
22-01-2014,61.86
23-01-2014,62.11
24-01-2014,62.68
27-01-2014,63.09
28-01-2014,62.56
29-01-2014,62.46
30-01-2014,62.56
31-01-2014,62.63
03-02-2014,62.63
04-02-2014,62.27
05-02-2014,62.57
06-02-2014,62.14
07-02-2014,62.09
10-02-2014,62.44
11-02-2014,62.15
12-02-2014,61.84
13-02-2014,62.23
14-02-2014,61.87
17-02-2014,
18-02-2014,62.2
19-02-2014,62.32
20-02-2014,62.21
21-02-2014,62.13
24-02-2014,62.07
25-02-2014,61.96
26-02-2014,62.11
27-02-2014,62.11
28-02-2014,61.78
03-03-2014,62.17
04-03-2014,61.91
05-03-2014,61.75
06-03-2014,60.89
07-03-2014,61.24
10-03-2014,60.84
11-03-2014,61.01
12-03-2014,61.01
13-03-2014,61.2
14-03-2014,61.19
17-03-2014,61.08
18-03-2014,61.1
19-03-2014,60.95
20-03-2014,61.33
21-03-2014,60.9
24-03-2014,60.78
25-03-2014,60.27
26-03-2014,60.13
27-03-2014,60.26
28-03-2014,59.89
31-03-2014,60
01-04-2014,59.86
02-04-2014,59.9
03-04-2014,60.35
04-04-2014,60.08
07-04-2014,60.11
08-04-2014,60.08
09-04-2014,60.09
10-04-2014,60.07
11-04-2014,60.18
14-04-2014,60.32
15-04-2014,60.34
16-04-2014,60.22
17-04-2014,60.29
18-04-2014,60.29
21-04-2014,60.59
22-04-2014,60.8
23-04-2014,61.17
24-04-2014,61.11
25-04-2014,60.64
28-04-2014,60.69
29-04-2014,60.23
30-04-2014,60.21
01-05-2014,60.11
02-05-2014,60.02
05-05-2014,60.21
06-05-2014,59.97
07-05-2014,60.01
08-05-2014,60.06
09-05-2014,60
12-05-2014,59.48
13-05-2014,59.44
14-05-2014,59.49
15-05-2014,59.38
16-05-2014,58.62
19-05-2014,58.38
20-05-2014,58.58
21-05-2014,58.66
22-05-2014,58.3
23-05-2014,58.36
26-05-2014,
27-05-2014,58.9
28-05-2014,58.94
29-05-2014,58.9
30-05-2014,59.16
02-06-2014,59.15
03-06-2014,59.32
04-06-2014,59.34
05-06-2014,59.24
06-06-2014,59.17
09-06-2014,59.18
10-06-2014,59.18
11-06-2014,59.32
12-06-2014,59.19
13-06-2014,59.64
16-06-2014,60.16
17-06-2014,60.32
18-06-2014,60.28
19-06-2014,60.09
20-06-2014,60.23
23-06-2014,60.14
24-06-2014,60.14
25-06-2014,60.11
26-06-2014,60.17
27-06-2014,60.04
30-06-2014,60.06
01-07-2014,60.05
02-07-2014,59.69
03-07-2014,59.74
04-07-2014,
07-07-2014,60.013
08-07-2014,59.78
09-07-2014,59.75
10-07-2014,60.19
11-07-2014,60.08
14-07-2014,60.11
15-07-2014,60.15
16-07-2014,60.12
17-07-2014,60.35
18-07-2014,60.33
21-07-2014,60.24
22-07-2014,60.16
23-07-2014,60
24-07-2014,60.11
25-07-2014,60.04
28-07-2014,60.13
29-07-2014,60.12
30-07-2014,60.4
31-07-2014,60.55
01-08-2014,61.2
04-08-2014,60.94
05-08-2014,61.05
06-08-2014,61.25
07-08-2014,61.2
08-08-2014,61.18
11-08-2014,61.17
12-08-2014,61.09
13-08-2014,61.22
14-08-2014,60.77
15-08-2014,60.77
18-08-2014,60.77
19-08-2014,60.67
20-08-2014,60.58
21-08-2014,60.56
22-08-2014,60.47
25-08-2014,60.56
26-08-2014,60.43
27-08-2014,60.45
28-08-2014,60.51
29-08-2014,61.51
01-09-2014,
02-09-2014,60.69
03-09-2014,60.41
04-09-2014,60.38
05-09-2014,60.26
08-09-2014,60.29
09-09-2014,60.6
10-09-2014,60.95
11-09-2014,60.93
12-09-2014,60.95
15-09-2014,61.03
16-09-2014,61.06
17-09-2014,60.9
18-09-2014,60.78
19-09-2014,60.8
22-09-2014,60.93
23-09-2014,61.04
24-09-2014,60.93
25-09-2014,61.33
26-09-2014,61.14
29-09-2014,61.53
30-09-2014,61.92
01-10-2014,61.71
02-10-2014,61.61
03-10-2014,61.81
06-10-2014,61.68
07-10-2014,61.28
08-10-2014,61.38
09-10-2014,60.92
10-10-2014,61.27
13-10-2014,
14-10-2014,61.38
15-10-2014,61.42
16-10-2014,61.8
17-10-2014,61.46
20-10-2014,61.2
21-10-2014,61.14
22-10-2014,61.18
23-10-2014,61.16
24-10-2014,61.16
27-10-2014,61.28
28-10-2014,61.17
29-10-2014,61.2
30-10-2014,61.42
31-10-2014,61.44
03-11-2014,61.38
04-11-2014,61.38
05-11-2014,61.49
06-11-2014,61.45
07-11-2014,61.5
10-11-2014,61.52
11-11-2014,
12-11-2014,61.4
13-11-2014,61.55
14-11-2014,61.7
17-11-2014,61.82
18-11-2014,61.72
19-11-2014,61.98
20-11-2014,61.92
21-11-2014,61.76
24-11-2014,61.85
25-11-2014,61.89
26-11-2014,61.78
27-11-2014,
28-11-2014,62.2
01-12-2014,61.94
02-12-2014,61.8
03-12-2014,61.85
04-12-2014,61.78
05-12-2014,61.9
08-12-2014,61.82
09-12-2014,61.87
10-12-2014,62.1
11-12-2014,62.46
12-12-2014,62.52
15-12-2014,63.16
16-12-2014,63.65
17-12-2014,63.52
18-12-2014,62.98
19-12-2014,63.24
22-12-2014,63.22
23-12-2014,63.4
24-12-2014,63.55
25-12-2014,
26-12-2014,
29-12-2014,63.67
30-12-2014,63.38
31-12-2014,63.04
01-01-2015,
02-01-2015,63.27
05-01-2015,63.34
06-01-2015,63.57
07-01-2015,63.27
08-01-2015,62.67
09-01-2015,62.34
12-01-2015,62.09
13-01-2015,61.97
14-01-2015,62.09
15-01-2015,62.06
16-01-2015,61.87
19-01-2015,
20-01-2015,61.64
21-01-2015,61.55
22-01-2015,61.32
23-01-2015,61.46
26-01-2015,61.46
27-01-2015,61.34
28-01-2015,61.34
29-01-2015,61.94
30-01-2015,62.01
02-02-2015,61.68
03-02-2015,61.67
04-02-2015,61.73
05-02-2015,61.73
06-02-2015,61.7
09-02-2015,62.1
10-02-2015,62.33
11-02-2015,62.41
12-02-2015,62.3
13-02-2015,62.04
16-02-2015,
17-02-2015,62.14
18-02-2015,62.25
19-02-2015,62.08
20-02-2015,62.19
23-02-2015,62.15
24-02-2015,62.07
25-02-2015,61.84
26-02-2015,61.74
27-02-2015,61.67
02-03-2015,61.87
03-03-2015,61.76
04-03-2015,62.3
05-03-2015,62.26
06-03-2015,62.45
09-03-2015,62.67
10-03-2015,62.71
11-03-2015,62.76
12-03-2015,62.44
13-03-2015,63.06
16-03-2015,62.8
17-03-2015,62.64
18-03-2015,62.69
19-03-2015,62.56
20-03-2015,62.47
23-03-2015,62.22
24-03-2015,62.4
25-03-2015,62.35
26-03-2015,62.83
27-03-2015,62.5
30-03-2015,62.52
31-03-2015,62.31
01-04-2015,62.14
02-04-2015,62.13
03-04-2015,61.99
06-04-2015,62.16
07-04-2015,62.23
08-04-2015,62.22
09-04-2015,62.18
10-04-2015,62.21
13-04-2015,62.38
14-04-2015,62.25
15-04-2015,62.34
16-04-2015,62.28
17-04-2015,62.48
20-04-2015,63.07
21-04-2015,62.92
22-04-2015,62.96
23-04-2015,63.27
24-04-2015,63.55
27-04-2015,63.34
28-04-2015,63.05
29-04-2015,63.38
30-04-2015,63.58
01-05-2015,63.63
04-05-2015,63.64
05-05-2015,63.31
06-05-2015,63.57
07-05-2015,64.08
08-05-2015,63.73
11-05-2015,63.96
12-05-2015,64.19
13-05-2015,63.88
14-05-2015,63.47
15-05-2015,63.36
18-05-2015,63.66
19-05-2015,63.8
20-05-2015,63.75
21-05-2015,63.51
22-05-2015,63.43
25-05-2015,
26-05-2015,63.87
27-05-2015,63.92
28-05-2015,63.83
29-05-2015,63.71
01-06-2015,63.59
02-06-2015,63.72
03-06-2015,63.99
04-06-2015,63.96
05-06-2015,63.76
08-06-2015,64.03
09-06-2015,63.96
10-06-2015,63.81
11-06-2015,63.93
12-06-2015,64.02
15-06-2015,64.03
16-06-2015,64.21
17-06-2015,64.14
18-06-2015,63.62
19-06-2015,63.43
22-06-2015,63.51
23-06-2015,63.57
24-06-2015,63.54
25-06-2015,63.5
26-06-2015,63.54
29-06-2015,63.73
30-06-2015,63.59
01-07-2015,63.55
02-07-2015,63.36
03-07-2015,
06-07-2015,63.24
07-07-2015,63.51
08-07-2015,63.47
09-07-2015,63.31
10-07-2015,63.33
13-07-2015,63.43
14-07-2015,63.27
15-07-2015,63.48
16-07-2015,63.43
17-07-2015,63.45
20-07-2015,63.61
21-07-2015,63.57
22-07-2015,63.6
23-07-2015,63.86
24-07-2015,64.04
27-07-2015,64.24
28-07-2015,63.76
29-07-2015,63.83
30-07-2015,64.09
31-07-2015,63.87
03-08-2015,63.99
04-08-2015,63.71
05-08-2015,63.73
06-08-2015,63.67
07-08-2015,63.74
10-08-2015,63.77
11-08-2015,64.33
12-08-2015,64.8
13-08-2015,65.27
14-08-2015,65.02
17-08-2015,65.39
18-08-2015,65.44
19-08-2015,65.17
20-08-2015,65.49
21-08-2015,66.02
24-08-2015,66.8
25-08-2015,66.07
26-08-2015,66.11
27-08-2015,65.99
28-08-2015,66.14
31-08-2015,66.39
01-09-2015,66.34
02-09-2015,66.16
03-09-2015,66.07
04-09-2015,66.7
07-09-2015,
08-09-2015,66.36
09-09-2015,66.47
10-09-2015,66.46
11-09-2015,66.39
14-09-2015,66.32
15-09-2015,66.36
16-09-2015,66.45
17-09-2015,66.12
18-09-2015,65.7
21-09-2015,65.66
22-09-2015,65.85
23-09-2015,66.05
24-09-2015,66.32
25-09-2015,66.12
28-09-2015,66.2
29-09-2015,65.9
30-09-2015,65.5
01-10-2015,65.57
02-10-2015,65.35
05-10-2015,65.12
06-10-2015,65.18
07-10-2015,64.86
08-10-2015,64.97
09-10-2015,64.76
12-10-2015,
13-10-2015,65.06
14-10-2015,64.87
15-10-2015,64.77
16-10-2015,64.7
19-10-2015,64.9
20-10-2015,64.97
21-10-2015,65.19
22-10-2015,64.91
23-10-2015,64.87
26-10-2015,64.83
27-10-2015,65.03
28-10-2015,64.89
29-10-2015,65.35
30-10-2015,65.4
02-11-2015,65.58
03-11-2015,65.57
04-11-2015,65.46
05-11-2015,65.85
06-11-2015,66.13
09-11-2015,66.38
10-11-2015,66.19
11-11-2015,
12-11-2015,66.04
13-11-2015,66.12
16-11-2015,66.01
17-11-2015,65.96
18-11-2015,66.16
19-11-2015,66.05
20-11-2015,66.06
23-11-2015,66.37
24-11-2015,66.32
25-11-2015,66.36
26-11-2015,
27-11-2015,66.86
30-11-2015,66.43
01-12-2015,66.46
02-12-2015,66.53
03-12-2015,66.82
04-12-2015,66.65
07-12-2015,66.74
08-12-2015,66.77
09-12-2015,66.83
10-12-2015,66.7
11-12-2015,67.1
14-12-2015,67.09
15-12-2015,66.79
16-12-2015,66.6
17-12-2015,66.32
18-12-2015,66.23
21-12-2015,66.19
22-12-2015,66.19
23-12-2015,66.04
24-12-2015,66
25-12-2015,
28-12-2015,66.09
29-12-2015,66.28
30-12-2015,66.44
31-12-2015,66.19
01-01-2016,
04-01-2016,66.56
05-01-2016,66.49
06-01-2016,66.71
07-01-2016,66.73
08-01-2016,66.82
11-01-2016,66.78
12-01-2016,66.85
13-01-2016,66.74
14-01-2016,67.37
15-01-2016,67.74
18-01-2016,
19-01-2016,67.68
20-01-2016,68.05
21-01-2016,67.87
22-01-2016,67.55
25-01-2016,67.71
26-01-2016,67.75
27-01-2016,67.98
28-01-2016,68.08
29-01-2016,67.87
01-02-2016,67.92
02-02-2016,67.92
03-02-2016,67.92
04-02-2016,67.57
05-02-2016,67.78
08-02-2016,67.98
09-02-2016,67.92
10-02-2016,67.85
11-02-2016,68.44
12-02-2016,68.12
15-02-2016,
16-02-2016,68.48
17-02-2016,68.33
18-02-2016,68.54
19-02-2016,68.54
22-02-2016,68.53
23-02-2016,68.55
24-02-2016,68.53
25-02-2016,68.84
26-02-2016,68.82
29-02-2016,68.21
01-03-2016,67.75
02-03-2016,67.4
03-03-2016,67.15
04-03-2016,66.9
07-03-2016,66.97
08-03-2016,67.3
09-03-2016,67.07
10-03-2016,67.2
11-03-2016,66.93
14-03-2016,67.15
15-03-2016,67.33
16-03-2016,67.24
17-03-2016,66.61
18-03-2016,66.34
21-03-2016,66.45
22-03-2016,66.58
23-03-2016,66.82
24-03-2016,66.82
25-03-2016,66.82
28-03-2016,66.58
29-03-2016,66.46
30-03-2016,66.37
31-03-2016,66.25
01-04-2016,66.34
04-04-2016,66.05
05-04-2016,66.4
06-04-2016,66.49
07-04-2016,66.7
08-04-2016,66.49
11-04-2016,66.33
12-04-2016,66.35
13-04-2016,66.62
14-04-2016,66.56
15-04-2016,66.49
18-04-2016,66.42
19-04-2016,66.12
20-04-2016,66.12
21-04-2016,66.43
22-04-2016,66.6
25-04-2016,66.65
26-04-2016,66.4
27-04-2016,66.52
28-04-2016,66.39
29-04-2016,66.39
02-05-2016,66.36
03-05-2016,66.51
04-05-2016,66.63
05-05-2016,66.53
06-05-2016,66.52
09-05-2016,66.7
10-05-2016,66.58
11-05-2016,66.53
12-05-2016,66.7
13-05-2016,66.84
16-05-2016,66.78
17-05-2016,66.74
18-05-2016,66.95
19-05-2016,67.57
20-05-2016,67.42
23-05-2016,67.47
24-05-2016,67.59
25-05-2016,67.28
26-05-2016,66.9
27-05-2016,66.96
30-05-2016,
31-05-2016,67.12
01-06-2016,67.44
02-06-2016,67.22
03-06-2016,66.99
06-06-2016,66.81
07-06-2016,66.64
08-06-2016,66.51
09-06-2016,66.68
10-06-2016,66.84
13-06-2016,67.17
14-06-2016,67.34
15-06-2016,67.08
16-06-2016,67.43
17-06-2016,67.11
20-06-2016,67.54
21-06-2016,67.73
22-06-2016,67.49
23-06-2016,67.29
24-06-2016,67.82
27-06-2016,67.92
28-06-2016,67.86
29-06-2016,67.42
30-06-2016,67.51
01-07-2016,67.24
04-07-2016,
05-07-2016,67.4
06-07-2016,67.45
07-07-2016,67.49
08-07-2016,67.13
11-07-2016,67.11
12-07-2016,67.05
13-07-2016,66.99
14-07-2016,66.81
15-07-2016,67.07
18-07-2016,67.14
19-07-2016,67.14
20-07-2016,67.18
21-07-2016,67.15
22-07-2016,67.19
25-07-2016,67.41
26-07-2016,67.34
27-07-2016,67.14
28-07-2016,66.96
29-07-2016,66.77
01-08-2016,66.63
02-08-2016,66.65
03-08-2016,66.8
04-08-2016,66.76
05-08-2016,66.84
08-08-2016,66.82
09-08-2016,66.76
10-08-2016,66.72
11-08-2016,66.75
12-08-2016,66.82
15-08-2016,66.85
16-08-2016,66.83
17-08-2016,66.96
18-08-2016,66.83
19-08-2016,67.13
22-08-2016,67.18
23-08-2016,67.09
24-08-2016,67.14
25-08-2016,67.01
26-08-2016,66.98
29-08-2016,67.15
30-08-2016,67.14
31-08-2016,66.94
01-09-2016,66.85
02-09-2016,66.6
05-09-2016,
06-09-2016,66.28
07-09-2016,66.42
08-09-2016,66.52
09-09-2016,66.76
12-09-2016,66.79
13-09-2016,67.03
14-09-2016,66.78
15-09-2016,66.84
16-09-2016,67.1
19-09-2016,66.94
20-09-2016,66.97
21-09-2016,66.99
22-09-2016,66.6
23-09-2016,66.66
26-09-2016,66.56
27-09-2016,66.5
28-09-2016,66.5
29-09-2016,66.72
30-09-2016,66.58
03-10-2016,66.52
04-10-2016,66.49
05-10-2016,66.53
06-10-2016,66.7
07-10-2016,66.61
10-10-2016,
11-10-2016,66.81
12-10-2016,66.85
13-10-2016,66.84
14-10-2016,66.69
17-10-2016,66.8
18-10-2016,66.71
19-10-2016,66.64
20-10-2016,66.83
21-10-2016,66.94
24-10-2016,66.89
25-10-2016,66.8
26-10-2016,66.83
27-10-2016,66.85
28-10-2016,66.78
